cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,lower_bin_text,upper_bin_text,ecwin_inc,ecwin_chal,ecwin_3rd,ecwin_nomajority,total_ev_inc,ev_inc_hi,ev_inc_lo,total_ev_chal,ev_chal_hi,ev_chal_lo,count,timestamp,simulations
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +24,Biden +23,0,1,0,0,58.43333,97.5,23,479.5667,515,440.5,120,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +23,Biden +22,0,1,0,0,65.44736,94,36,472.5526,502,444,152,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +22,Biden +21,0,1,0,0,67.19583,101.5,30,470.8042,508,436.5,240,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +21,Biden +20,0,1,0,0,77.47687,112,43,460.5231,495,426,281,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +20,Biden +19,0,1,0,0,81.96111,113,46,456.0389,492,425,360,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +1,TIE,.9210364,.0727946,0,.006169,299.5299,326,272,238.4701,266,212,1621,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +19,Biden +18,0,1,0,0,86.98633,122,48,451.0137,490,416,512,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +18,Biden +17,0,1,0,0,92.76776,123,53,445.2322,485,415,577,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +17,Biden +16,0,1,0,0,102.9392,126,65,435.0609,473,412,756,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +16,Biden +15,0,1,0,0,109.1567,138,71,428.8434,467,400,932,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +15,Biden +14,0,1,0,0,118.0799,155,87,419.9201,451,383,1102,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +14,Biden +13,0,1,0,0,126.4141,164,94,411.5859,444,374,1321,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +13,Biden +12,0,1,0,0,137.6459,179,101,400.3541,437,359,1542,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +12,Biden +11,0,1,0,0,148.3921,186,112,389.6079,426,352,1714,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +11,Biden +10,0,1,0,0,157.9274,194,121,380.0726,417,344,1914,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/15/2020,Trump,Biden,"",Biden +10,Biden +9,0,1,0,0,171.4969,204,129,366.5031,409,334,2135,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +9,Trump +10,1,0,0,0,372.2258,388,355,165.7742,183,150,217,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +8,Trump +9,1,0,0,0,369.5226,388,355,168.4774,183,150,243,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +7,Trump +8,1,0,0,0,362.395,378,348,175.605,190,160,281,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +6,Trump +7,1,0,0,0,358.6706,376,342,179.3294,196,162,425,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +5,Trump +6,1,0,0,0,353.0814,369,337,184.9187,201,169,504,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +4,Trump +5,.9983766,.0016234,0,0,346.3912,362,328,191.6088,210,176,616,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +3,Trump +4,1,0,0,0,339.8393,356,324,198.1607,214,182,784,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +2,Trump +3,.9990138,.0009862,0,0,333.3225,350,314,204.6775,224,188,1014,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +27,Trump +28,1,0,0,0,532,532,532,6,6,6,1,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +26,Trump +27,1,0,0,0,532,532,532,6,6,6,1,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +25,Trump +26,1,0,0,0,535,535,535,3,3,3,1,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +23,Trump +24,1,0,0,0,482.6667,521,450,55.33333,88,17,3,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +22,Trump +23,1,0,0,0,445.5,468,423,92.5,115,70,2,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +21,Trump +22,1,0,0,0,464.875,525,423,73.125,115,13,8,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +20,Trump +21,1,0,0,0,445.5,515,391,92.5,147,23,4,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +1,Trump +2,.9946856,.0053144,0,0,322.9637,342,300,215.0363,238,196,1129,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +19,Trump +20,1,0,0,0,429.7143,452,384,108.2857,154,86,7,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +18,Trump +19,1,0,0,0,441.1,532,392.5,96.9,145.5,6,10,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +17,Trump +18,1,0,0,0,431.75,480,395,106.25,143,58,12,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +16,Trump +17,1,0,0,0,423.7895,532,388,114.2105,150,6,19,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +15,Trump +16,1,0,0,0,416.2222,455,381,121.7778,157,83,27,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +14,Trump +15,1,0,0,0,406.9231,454,377,131.0769,161,84,39,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +13,Trump +14,1,0,0,0,398.0727,436,370,139.9273,168,102,55,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +12,Trump +13,1,0,0,0,392.8986,420,363,145.1015,175,118,69,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +11,Trump +12,1,0,0,0,390.3636,432,362,147.6364,176,106,110,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Trump +10,Trump +11,1,0,0,0,381.8729,411,362,156.1271,176,127,118,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",TIE,Trump +1,.9708589,.0245399,0,.0046012,312.4225,336,285,225.5775,253,202,1304,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +9,Biden +8,.0018365,.9977043,0,.0004591,184.6511,219,147,353.3489,391,319,2178,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +8,Biden +7,.0008822,.9986767,0,.0004411,197.5302,228,166,340.4698,372,310,2267,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +7,Biden +6,.0043365,.9947962,0,.0008673,209.7676,240,180,328.2324,358,298,2306,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +6,Biden +5,.0188596,.9785088,0,.0026316,222.7136,257,195,315.2864,343,281,2280,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +5,Biden +4,.0776965,.9145338,0,.0077697,236.3994,266,208,301.6006,330,272,2188,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +4,Biden +3,.2048305,.780771,0,.0143985,251.5156,281,221,286.4844,317,257,2153,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +43,Biden +42,0,1,0,0,0,0,0,538,538,538,1,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +3,Biden +2,.4447368,.5389473,0,.0163158,267.1395,296,239,270.8605,299,242,1900,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +39,Biden +38,0,1,0,0,16.5,29,4,521.5,534,509,2,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +38,Biden +37,0,1,0,0,4,4,4,534,534,534,1,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +37,Biden +36,0,1,0,0,17,25,9,521,529,513,4,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +36,Biden +35,0,1,0,0,20.6,27,9,517.4,529,511,5,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +35,Biden +34,0,1,0,0,12,20,4,526,534,518,3,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +34,Biden +33,0,1,0,0,16.28572,34,1,521.7143,537,504,7,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +33,Biden +32,0,1,0,0,17.81818,26,9,520.1818,529,512,11,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +32,Biden +31,0,1,0,0,16.44444,32,1,521.5555,537,506,9,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +31,Biden +30,0,1,0,0,31.16667,54,12,506.8333,526,484,12,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +30,Biden +29,0,1,0,0,28.95833,54,13,509.0417,525,484,24,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +2,Biden +1,.7432591,.2368113,0,.0199297,283.9379,312,256,254.0621,282,226,1706,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +29,Biden +28,0,1,0,0,29.92593,46,8,508.0741,530,492,27,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +28,Biden +27,0,1,0,0,37,60,13,501,525,478,41,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +27,Biden +26,0,1,0,0,37.83051,63,11,500.1695,527,475,59,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +26,Biden +25,0,1,0,0,40.55128,74,20,497.4487,518,464,78,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +25,Biden +24,0,1,0,0,54.15596,88,20,483.844,518,450,109,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +24,Biden +23,0,1,0,0,62.14389,97,31,475.8561,507,441,139,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +23,Biden +22,0,1,0,0,67.25,103,35,470.75,503,435,196,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +22,Biden +21,0,1,0,0,70.05929,103,37,467.9407,501,435,253,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +21,Biden +20,0,1,0,0,76.29373,110,41,461.7063,497,428,303,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +20,Biden +19,0,1,0,0,81.33073,112,44,456.6693,494,426,384,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +1,TIE,.8978668,.0937298,0,.0084034,298.6884,326,269,239.3116,269,212,1547,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +19,Biden +18,0,1,0,0,89.91278,122,53,448.0872,485,416,493,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +18,Biden +17,0,1,0,0,94.84441,122,59,443.1556,479,416,617,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +17,Biden +16,0,1,0,0,102.1121,126,63,435.8879,475,412,812,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +16,Biden +15,0,1,0,0,109.534,140,76,428.466,462,398,927,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +15,Biden +14,0,1,0,0,117.6672,160,85,420.3328,453,378,1178,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +14,Biden +13,0,1,0,0,128.8784,166,97,409.1216,441,372,1340,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +13,Biden +12,0,1,0,0,135.7679,176,103,402.2321,435,362,1560,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +12,Biden +11,.0005488,.9994512,0,0,147.0906,185,111,390.9095,427,353,1822,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +11,Biden +10,0,1,0,0,158.4428,196,119,379.5572,419,342,1924,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/14/2020,Trump,Biden,"",Biden +10,Biden +9,0,1,0,0,170.7771,205,128,367.2229,410,333,2131,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +9,Trump +10,1,0,0,0,373.7627,396,355,164.2373,183,142,177,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +8,Trump +9,1,0,0,0,368.8297,388,353,169.1703,185,150,229,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +7,Trump +8,1,0,0,0,365.3616,386,349,172.6384,189,152,307,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +6,Trump +7,1,0,0,0,360,376,342,178,196,162,420,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +5,Trump +6,1,0,0,0,353.8257,371,337,184.1743,201,167,522,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +4,Trump +5,1,0,0,0,347.9941,363,333,190.0059,205,175,681,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +3,Trump +4,.9987624,.0012376,0,0,339.5408,356,323,198.4592,215,182,808,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +2,Trump +3,.9989429,.0010571,0,0,331.6269,350,311,206.3732,227,188,946,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +26,Trump +27,1,0,0,0,525,525,525,13,13,13,1,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +25,Trump +26,1,0,0,0,495.5,525,466,42.5,72,13,2,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +24,Trump +25,1,0,0,0,480.3333,514,451,57.66667,87,24,3,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +23,Trump +24,1,0,0,0,424.5,451,398,113.5,140,87,2,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +22,Trump +23,1,0,0,0,423,423,423,115,115,115,1,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +21,Trump +22,1,0,0,0,463.8,532,395,74.2,143,6,5,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +20,Trump +21,1,0,0,0,442,468,419,96,119,70,7,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +1,Trump +2,.9930009,.0061242,0,.0008749,322.2599,342,299,215.7402,239,196,1143,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +19,Trump +20,1,0,0,0,504.5,535,449,33.5,89,3,4,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +18,Trump +19,1,0,0,0,437.4445,531,384,100.5556,154,7,9,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +17,Trump +18,1,0,0,0,454.5294,512,408,83.47059,130,26,17,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +16,Trump +17,1,0,0,0,426.8824,475,387,111.1176,151,63,17,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +15,Trump +16,1,0,0,0,412.8,446,383.5,125.2,154.5,92,30,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +14,Trump +15,1,0,0,0,406.6818,440,370,131.3182,168,98,44,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +13,Trump +14,1,0,0,0,395.5366,419,374,142.4634,164,119,41,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +12,Trump +13,1,0,0,0,394.1667,421,369,143.8333,169,117,78,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +11,Trump +12,1,0,0,0,388.1222,422,363,149.8778,175,116,90,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Trump +10,Trump +11,1,0,0,0,382.0579,407,362,155.9422,176,131,121,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",TIE,Trump +1,.9745509,.0232036,0,.0022455,311.1325,333,285,226.8675,253,205,1336,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +9,Biden +8,.0004511,.9990979,0,.0004511,184.8182,219,147,353.1818,391,319,2217,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +8,Biden +7,.0013304,.9982262,0,.0004435,197.6186,229,166,340.3814,372,309,2255,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +7,Biden +6,.0030422,.9969578,0,0,208.8466,239,179,329.1534,359,299,2301,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +6,Biden +5,.0247587,.9714645,0,.0037768,222.9836,259,195,315.0164,343,279,2383,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +5,Biden +4,.074805,.913263,0,.0119321,236.609,266,208,301.391,330,272,2179,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +4,Biden +3,.2148842,.7703302,0,.0147856,252.4687,282,224,285.5313,314,256,2029,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +47,Biden +46,0,1,0,0,4,4,4,534,534,534,1,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +40,Biden +39,0,1,0,0,18.5,21,16,519.5,522,517,2,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +3,Biden +2,.4560411,.5264782,0,.0174807,267.3702,299,236,270.6298,302,239,1945,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +37,Biden +36,0,1,0,0,11.5,14,9,526.5,529,524,2,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +36,Biden +35,0,1,0,0,16.66667,26,4,521.3333,534,512,6,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +35,Biden +34,0,1,0,0,14.5,16,13,523.5,525,522,2,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +34,Biden +33,0,1,0,0,16.5,26,4,521.5,534,512,6,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +33,Biden +32,0,1,0,0,28.28572,38,9,509.7143,529,500,7,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +32,Biden +31,0,1,0,0,21.55556,54,4,516.4445,534,484,18,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +31,Biden +30,0,1,0,0,33.35714,54,4,504.6429,534,484,14,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +30,Biden +29,0,1,0,0,31,49,4,507,534,489,19,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +2,Biden +1,.728014,.2580082,0,.0139779,283.5696,312,255,254.4304,283,226,1717,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +29,Biden +28,0,1,0,0,32.125,45,19,505.875,519,493,24,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +28,Biden +27,0,1,0,0,43.13636,67,21,494.8636,517,471,44,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +27,Biden +26,0,1,0,0,47.7037,74,16,490.2963,522,464,54,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +26,Biden +25,0,1,0,0,49.84146,87,20,488.1585,518,451,82,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +25,Biden +24,0,1,0,0,52.03883,85,20,485.9612,518,453,103,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +24,Biden +23,0,1,0,0,57.9726,88,30,480.0274,508,450,146,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +23,Biden +22,0,1,0,0,65.26943,97,34,472.7306,504,441,193,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +22,Biden +21,0,1,0,0,68.60145,102,34,469.3986,504,436,276,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +21,Biden +20,0,1,0,0,76.10063,108,42,461.8994,496,430,318,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +20,Biden +19,0,1,0,0,81.5213,113,45,456.4787,493,425,399,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +1,TIE,.9064559,.083004,0,.0105402,298.2958,325,270,239.7042,268,213,1518,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +19,Biden +18,0,1,0,0,89.55762,120,52,448.4424,486,418,538,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +18,Biden +17,0,1,0,0,95.15845,123,55,442.8416,483,415,669,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +17,Biden +16,0,1,0,0,102.8273,126,66,435.1727,472,412,776,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +16,Biden +15,0,1,0,0,109.0391,138,73,428.9609,465,400,971,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +15,Biden +14,0,1,0,0,116.4701,157,82,421.5298,456,381,1206,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +14,Biden +13,0,1,0,0,126.346,164,93,411.6541,445,374,1373,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +13,Biden +12,0,1,0,0,135.4713,179,101,402.5287,437,359,1483,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +12,Biden +11,0,1,0,0,147.1099,186,110,390.89,428,352,1710,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +11,Biden +10,0,1,0,0,159.0734,195,119,378.9266,419,343,1893,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/13/2020,Trump,Biden,"",Biden +10,Biden +9,0,1,0,0,172.1952,204,132,365.8048,406,334,2080,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",Trump +9,Trump +10,1,0,0,0,374.089,394,355,163.911,183,144,191,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",Trump +8,Trump +9,1,0,0,0,370.3606,390,354,167.6394,184,148,269,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",Trump +7,Trump +8,1,0,0,0,364.4478,382,349,173.5522,189,156,335,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",Trump +6,Trump +7,1,0,0,0,358.9822,376,342,179.0178,196,162,394,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",Trump +5,Trump +6,1,0,0,0,354.2274,370,341,183.7726,197,168,532,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",Trump +4,Trump +5,1,0,0,0,346.7305,363,328,191.2695,210,175,590,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",Trump +3,Trump +4,1,0,0,0,339.8691,356,326,198.1309,212,182,810,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",Trump +2,Trump +3,1,0,0,0,334.089,350,316,203.911,222,188,921,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",Trump +26,Trump +27,1,0,0,0,535,535,535,3,3,3,1,17:24:05  3 Sep 2020,40000
2020,President,polls-plus,8/12/2020,Trump,Biden,"",Trump +25,Trump +26,1,0,0,0,476,476,476,62,62,62,1,17:24:05  3 Sep 2020,40000
